log_file,date,compute_system,file_system,application,shared_or_fpp,read_or_write,md5
glock_ior_id8325820_11-12-12205-4299820990077826573_2.darshan,2017-11-12,cori,bb-shared,ior,shared,read,aef9e894873bf1c7d6245e47fe295fa7
glock_hacc_io_write_id8325820_11-12-12271-6287292247608824270_7.darshan,2017-11-12,cori,bb-shared,hacc_io_write,fpp,write,ffb19afc1296eb17092818bb080c9de6
glock_hacc_io_read_id8325820_11-12-12359-7985483263202570072_8.darshan,2017-11-12,cori,bb-shared,hacc_io_read,fpp,read,9985ad5794d1e4e9e8a88a13a01c0710
glock_vpicio_uni_id8325820_11-12-12460-13018699974073716151_2.darshan,2017-11-12,cori,bb-shared,vpicio_uni,shared,write,40257c5769f704d7adccb7592a497614
glock_dbscan_read_id8325820_11-12-12532-13698021994954082356_2.darshan,2017-11-12,cori,bb-shared,dbscan_read,shared,read,794c89847fd80545ab603097544bb1fd
glock_ior_id8325821_11-12-12657-16478314336690782497_8.darshan,2017-11-12,cori,bb-private,ior,fpp,write,7a5cb421db05020ffbb8f3e10e4cf399
glock_ior_id8325821_11-12-12727-7231328346262150462_8.darshan,2017-11-12,cori,bb-private,ior,fpp,read,f5a27c49b564f860ef08c1c133acb5d4
glock_hacc_io_write_id8325821_11-12-12815-9410397060247373070_8.darshan,2017-11-12,cori,bb-private,hacc_io_write,fpp,write,7e87679d304390ec9446815053acba32
glock_hacc_io_read_id8325821_11-12-12915-4833629125629230601_7.darshan,2017-11-12,cori,bb-private,hacc_io_read,fpp,read,135afbb3c2db25bff35487df697ce817
glock_ior_id8325825_11-12-14808-12309798870554763510_2.darshan,2017-11-12,cori,cscratch,ior,shared,write,c38cb52cd47607040cbc70ab202b9887
glock_ior_id8325825_11-12-14900-3372442118718149098_8.darshan,2017-11-12,cori,cscratch,ior,fpp,write,d9f47222c4709a51fb15e8d652b92f80
glock_ior_id8325825_11-12-15004-1589660388915887222_2.darshan,2017-11-12,cori,cscratch,ior,shared,read,e278a49d90bb2ad4edfbcaff414068f5
glock_ior_id8325825_11-12-15344-1235039185881764677_8.darshan,2017-11-12,cori,cscratch,ior,fpp,read,50d3113f09b87f356f530794489df46e
glock_hacc_io_write_id8325825_11-12-15433-6355843407308722695_11.darshan,2017-11-12,cori,cscratch,hacc_io_write,fpp,write,f3672f80abac09f7fc69574fcca03522
glock_hacc_io_read_id8325825_11-12-15510-5002706320842956559_8.darshan,2017-11-12,cori,cscratch,hacc_io_read,fpp,read,d72b8a995501326c25ec4ea9a8552f12
glock_vpicio_uni_id8325825_11-12-15593-11247509211905475005_3.darshan,2017-11-12,cori,cscratch,vpicio_uni,shared,write,adc7978909e1aa121bcceac3c8c135c6
glock_dbscan_read_id8325825_11-12-15918-3346023955633283819_2.darshan,2017-11-12,cori,cscratch,dbscan_read,shared,read,59e609493efb4521b590c6331c2c7539
crusher_ior_id1299436_11-12-73117-18198346381576713208_1.darshan,2017-11-12,mira,mira-fs1,ior,shared,write,a721479b7cce949adb4134af4c64dde2
crusher_ior_id1299436_11-12-73225-2067577201775342572_2.darshan,2017-11-12,mira,mira-fs1,ior,fpp,write,61acda9caa57c7aa490bdee3cc2b5c8d
crusher_hacc_io_write_id1299436_11-12-73306-6085782531619986504_2.darshan,2017-11-12,mira,mira-fs1,hacc_io_write,fpp,write,9ac872e467739d3b588605a6b22e4f5d
crusher_vpicio_uni_id1299436_11-12-73409-8884932448858834492_1.darshan,2017-11-12,mira,mira-fs1,vpicio_uni,shared,write,05b13ddc9096dbfc89fe7b204ac77712
crusher_ior_id1299436_11-12-73500-9895053689599215047_1.darshan,2017-11-12,mira,mira-fs1,ior,shared,read,95baa66aa193f5d14dfc092d0bac7eb7
crusher_ior_id1299436_11-12-73615-12446987503633338154_2.darshan,2017-11-12,mira,mira-fs1,ior,fpp,read,6e1ab46c14b49e0472f66e4311f15947
crusher_hacc_io_read_id1299436_11-12-73687-14864258048251403204_2.darshan,2017-11-12,mira,mira-fs1,hacc_io_read,fpp,read,8eed3beb8d0ea8cbbf82420963f1e6b2
crusher_dbscan_read_id1299436_11-12-73782-2745715587177607687_1.darshan,2017-11-12,mira,mira-fs1,dbscan_read,shared,read,10f95c736dc6286c62d2ff39703b85d5
glock_ior_id7729762_11-13-7218-6188871183440176667_1.darshan,2017-11-13,edison,scratch1,ior,shared,write,cdb3460babca24080c1807a068104466
glock_ior_id7729763_11-13-7218-5418413900143669913_1.darshan,2017-11-13,edison,scratch2,ior,shared,write,30f5d635d6c120d88d9d236e86366b76
glock_ior_id7729762_11-13-7271-13823450540772313334_1.darshan,2017-11-13,edison,scratch1,ior,fpp,write,1b0d5ada1d6c5ea264c9a5be09430e3e
glock_ior_id7729763_11-13-7274-14216297576060539606_1.darshan,2017-11-13,edison,scratch2,ior,fpp,write,6ee4be75b175e916eee8ede24eb25b16
glock_ior_id8347942_11-13-7282-16309046753306565045_2.darshan,2017-11-13,cori,cscratch,ior,shared,write,5f5221d63d7f919588d80a21e40706ce
glock_ior_id7729762_11-13-7332-14270745032272471045_1.darshan,2017-11-13,edison,scratch1,ior,shared,read,a428d0558e085116956feb51499722d9
glock_ior_id7729763_11-13-7340-16361809362352524500_1.darshan,2017-11-13,edison,scratch2,ior,shared,read,0af6dfa7ee763546b67eceb51bdc55d0
glock_ior_id8347942_11-13-7358-11051379403336466539_8.darshan,2017-11-13,cori,cscratch,ior,fpp,write,6ca9db8c3d56926e11d4f9792134fa81
glock_ior_id8347942_11-13-7469-17687500157912306903_2.darshan,2017-11-13,cori,cscratch,ior,shared,read,2c1fa484bf27cb1a5a09c83cd0a9c080
glock_ior_id8347944_11-13-7523-7886028144327919449_1.darshan,2017-11-13,cori,bb-shared,ior,shared,write,6193b5717e12033c96850cd0b73bab96
glock_ior_id8347944_11-13-7557-6820165920104028258_1.darshan,2017-11-13,cori,bb-shared,ior,shared,read,8a4f0df33e781d183b65b60f982371d9
glock_ior_id7729762_11-13-7565-1658224707124160414_1.darshan,2017-11-13,edison,scratch1,ior,fpp,read,7eb08526520cef79edb6a347e0522418
glock_hacc_io_write_id8347944_11-13-7592-10462339126364282737_1.darshan,2017-11-13,cori,bb-shared,hacc_io_write,fpp,write,454f58c5ff31cce3bb3e8e15a2305af3
glock_ior_id7729763_11-13-7599-3058216402220001147_1.darshan,2017-11-13,edison,scratch2,ior,fpp,read,7ced40cc47b3a28110c215ec0f85898e
glock_hacc_io_write_id7729762_11-13-7623-4170367140357967912_2.darshan,2017-11-13,edison,scratch1,hacc_io_write,fpp,write,1b0590278159a35f726d6198523d1b45
glock_hacc_io_read_id8347944_11-13-7637-8402387918886780620_1.darshan,2017-11-13,cori,bb-shared,hacc_io_read,fpp,read,52482c082e225e8dac789c8d4cb942dc
glock_hacc_io_write_id7729763_11-13-7660-3235032998756869458_2.darshan,2017-11-13,edison,scratch2,hacc_io_write,fpp,write,28f43de90f6f03931125dbdc8701b41c
glock_vpicio_uni_id8347944_11-13-7679-13457954482126779126_1.darshan,2017-11-13,cori,bb-shared,vpicio_uni,shared,write,dd8ae8065105fffecf52fc91eb4216ba
glock_hacc_io_read_id7729762_11-13-7693-18160617583997260650_2.darshan,2017-11-13,edison,scratch1,hacc_io_read,fpp,read,c77d2742be6f4384624f8e749a97ca4d
glock_dbscan_read_id8347944_11-13-7724-10848706383531790896_1.darshan,2017-11-13,cori,bb-shared,dbscan_read,shared,read,0b5553f7ca8b254ea8481c32999a22cb
glock_ior_id8347942_11-13-7731-9810534801637973747_8.darshan,2017-11-13,cori,cscratch,ior,fpp,read,4c7bfa41d97ef8a7ba88e08aad08302c
glock_hacc_io_read_id7729763_11-13-7732-3125136867661858796_1.darshan,2017-11-13,edison,scratch2,hacc_io_read,fpp,read,b4f4e80b1ac813d0f2ac9fd050c9217d
glock_ior_id8347945_11-13-7749-11544460888834254465_1.darshan,2017-11-13,cori,bb-private,ior,fpp,write,34eee8e944091f63c496693f772ce3cf
glock_vpicio_uni_id7729762_11-13-7756-14919899595691709855_1.darshan,2017-11-13,edison,scratch1,vpicio_uni,shared,write,a0c01f904a5cfc06638457c7bcf13d6b
glock_ior_id8347946_11-13-7771-6861726984878971210_1.darshan,2017-11-13,cori,cscratch,ior,shared,write,7460b30e1ddcb3a5d0f7c68791674ab6
glock_ior_id8347945_11-13-7791-11609404205439549285_1.darshan,2017-11-13,cori,bb-private,ior,fpp,read,5f4334ae593a4541c5c9a8b7d3d207f8
glock_vpicio_uni_id7729763_11-13-7797-414967417622125127_1.darshan,2017-11-13,edison,scratch2,vpicio_uni,shared,write,a58c926872608d7e7c143687de2f3911
glock_hacc_io_write_id8347945_11-13-7840-15603331139975542171_1.darshan,2017-11-13,cori,bb-private,hacc_io_write,fpp,write,26c4039c985ec2b06eca78aeeaa56b3b
glock_hacc_io_write_id8347942_11-13-7850-1091248999079954856_10.darshan,2017-11-13,cori,cscratch,hacc_io_write,fpp,write,be60747f8c7c2b75d1265f44738adc3a
glock_dbscan_read_id7729762_11-13-7865-12189949695057195461_1.darshan,2017-11-13,edison,scratch1,dbscan_read,shared,read,5f86bd606383fa6f2f164d6d68d2e437
glock_ior_id8347946_11-13-7868-3266716655152449647_1.darshan,2017-11-13,cori,cscratch,ior,fpp,write,db9692b72ea89b31f415e0b0a6f4ba98
glock_hacc_io_read_id8347945_11-13-7893-4359069485176328923_1.darshan,2017-11-13,cori,bb-private,hacc_io_read,fpp,read,5d9627d40f627cc0fa95c713a5c202e4
glock_dbscan_read_id7729763_11-13-7912-3173645064290601736_1.darshan,2017-11-13,edison,scratch2,dbscan_read,shared,read,a9ad10f699e720a9a6c8fb4ca0e622b9
glock_ior_id8347946_11-13-7933-1581695613553585666_1.darshan,2017-11-13,cori,cscratch,ior,shared,read,f8ccb44374305d1f70de240c88a956c5
glock_hacc_io_read_id8347942_11-13-7938-2876071062358328360_9.darshan,2017-11-13,cori,cscratch,hacc_io_read,fpp,read,a8865a84b8805c0df63f59b5d6e914e8
glock_ior_id7729764_11-13-7985-17420067853210650444_1.darshan,2017-11-13,edison,scratch3,ior,shared,write,3e14539de19723e66f72f4e2b1f811a0
glock_ior_id7729764_11-13-8029-9004906725781325477_1.darshan,2017-11-13,edison,scratch3,ior,fpp,write,a62af34df3e0c57fe3a54cff5344eb88
glock_vpicio_uni_id8347942_11-13-8038-9783870691962419745_2.darshan,2017-11-13,cori,cscratch,vpicio_uni,shared,write,9295336c14b067c4df13b13368fb6e50
glock_ior_id7729764_11-13-8077-988984016148729577_1.darshan,2017-11-13,edison,scratch3,ior,shared,read,fe6d6ab3336fd93edf76cc198519ffdb
glock_ior_id8347946_11-13-8215-13473757346383581904_1.darshan,2017-11-13,cori,cscratch,ior,fpp,read,1782b5aa3df87fc728d96b9a740a8a8f
glock_ior_id7729764_11-13-8251-6977666963874238059_2.darshan,2017-11-13,edison,scratch3,ior,fpp,read,b724f6b85d414d325e619ff8ce64b2e3
glock_hacc_io_write_id7729764_11-13-8293-7784869880677112699_1.darshan,2017-11-13,edison,scratch3,hacc_io_write,fpp,write,f505174048ce84b6d385c7e15c93052a
glock_hacc_io_write_id8347946_11-13-8303-4320459345997540268_1.darshan,2017-11-13,cori,cscratch,hacc_io_write,fpp,write,95ecc862f5eb20c5a2f7252382eb8482
glock_hacc_io_read_id7729764_11-13-8343-9682235069938075331_1.darshan,2017-11-13,edison,scratch3,hacc_io_read,fpp,read,108becabe52ea8130843c61686e15d99
glock_dbscan_read_id8347942_11-13-8353-4951267328374357540_2.darshan,2017-11-13,cori,cscratch,dbscan_read,shared,read,47b18fb5eb0757da4f1e9a5f1ee10284
glock_hacc_io_read_id8347946_11-13-8372-2908665508558504862_1.darshan,2017-11-13,cori,cscratch,hacc_io_read,fpp,read,ee5d5bc98dd1ebfa3ba8098cb3794f3f
glock_vpicio_uni_id7729764_11-13-8406-5926539802185057121_1.darshan,2017-11-13,edison,scratch3,vpicio_uni,shared,write,2677af6f5329c11270ff544eded62a78
glock_vpicio_uni_id8347946_11-13-8440-16011504224236644583_1.darshan,2017-11-13,cori,cscratch,vpicio_uni,shared,write,8280674293d7afb1af750ae25c0c5e18
glock_ior_id8347936_11-13-8494-14712014301318121859_2.darshan,2017-11-13,cori,bb-shared,ior,shared,write,8a5305b648f6ba35fc9381a4a5a93752
glock_dbscan_read_id7729764_11-13-8508-6510141919624367067_1.darshan,2017-11-13,edison,scratch3,dbscan_read,shared,read,2e26ba3677bd0ef6e2bc0ccd57d8916d
glock_ior_id8347936_11-13-8566-525158837075157365_2.darshan,2017-11-13,cori,bb-shared,ior,shared,read,59f20a42157311c501a20b0ab9891f54
glock_dbscan_read_id8347946_11-13-8622-10031662754599274381_1.darshan,2017-11-13,cori,cscratch,dbscan_read,shared,read,fe90cbb971b2b1b9d807aa31bc94c8ea
glock_hacc_io_write_id8347936_11-13-8632-17085782009634053436_9.darshan,2017-11-13,cori,bb-shared,hacc_io_write,fpp,write,c19d49ff7a1e00d79aad433719d7414b
glock_hacc_io_read_id8347936_11-13-8720-2276865010372543751_7.darshan,2017-11-13,cori,bb-shared,hacc_io_read,fpp,read,eb404d9d9d8b54cd4fc30363d89deb7a
glock_vpicio_uni_id8347936_11-13-8823-6077457534154161182_2.darshan,2017-11-13,cori,bb-shared,vpicio_uni,shared,write,8403e99cb9f14dcd40210b81b831b29b
glock_dbscan_read_id8347936_11-13-8890-18402758052705214463_2.darshan,2017-11-13,cori,bb-shared,dbscan_read,shared,read,c9e432a1d55f14716926b718d506fbce
glock_ior_id8347941_11-13-8997-10504926896210218502_9.darshan,2017-11-13,cori,bb-private,ior,fpp,write,30585c6fcc0458c3fe44174454e30725
glock_ior_id8347941_11-13-9068-16291523770202758773_8.darshan,2017-11-13,cori,bb-private,ior,fpp,read,f5614362e29f01c873e383a31a900c0d
glock_hacc_io_write_id8347941_11-13-9156-8226766126123667236_8.darshan,2017-11-13,cori,bb-private,hacc_io_write,fpp,write,693de132bf3231ded2c96cf865c44c08
glock_hacc_io_read_id8347941_11-13-9252-11366636284783251975_8.darshan,2017-11-13,cori,bb-private,hacc_io_read,fpp,read,c55ea8490c50bf27ec6160a22c771d1e
crusher_ior_id1301722_11-14-713-17266385419507160764_1.darshan,2017-11-13,mira,mira-fs1,ior,shared,write,81ddec9cc5c75456e56d7a964e27b3ac
crusher_ior_id1301722_11-14-829-15264742874978327697_2.darshan,2017-11-13,mira,mira-fs1,ior,fpp,write,179e26f5793d60a1802e3b18f6a56169
crusher_hacc_io_write_id1301722_11-14-912-2920255636197039615_2.darshan,2017-11-13,mira,mira-fs1,hacc_io_write,fpp,write,482e0b626f2a56440d7bfae88bad9bec
crusher_vpicio_uni_id1301722_11-14-1014-13355426093590880245_1.darshan,2017-11-13,mira,mira-fs1,vpicio_uni,shared,write,2ae4ac00f5735945a361ae3e8b763d4b
crusher_ior_id1301722_11-14-1109-2299313111475662729_1.darshan,2017-11-13,mira,mira-fs1,ior,shared,read,10fdab091896340488e1c41e88aeefab
crusher_ior_id1301722_11-14-1222-13794687455013625011_2.darshan,2017-11-13,mira,mira-fs1,ior,fpp,read,5458aa621de9c9b7c5e4c6880ab42c03
crusher_hacc_io_read_id1301722_11-14-1291-16215600917910915871_2.darshan,2017-11-13,mira,mira-fs1,hacc_io_read,fpp,read,bfb88c2b2e30f4b96128564471cc3d77
crusher_dbscan_read_id1301722_11-14-1438-12721007785256086606_4.darshan,2017-11-13,mira,mira-fs1,dbscan_read,shared,read,65b89b7d14e30d625fa22d1c93c3b284
glock_ior_id7747494_11-14-7290-10088448107142793274_1.darshan,2017-11-14,edison,scratch1,ior,shared,write,18710f3e67c8def2c494a1551f998939
glock_ior_id7747495_11-14-7290-10870928945879175276_1.darshan,2017-11-14,edison,scratch2,ior,shared,write,c406b8a362d3099d9617a4747d620763
glock_ior_id7747495_11-14-7346-5631491744287945005_1.darshan,2017-11-14,edison,scratch2,ior,fpp,write,cf9efd8912791b0d573507d589df5711
glock_ior_id7747494_11-14-7348-14318501548878318662_1.darshan,2017-11-14,edison,scratch1,ior,fpp,write,7e630849dc8d62dec9fde8a639b33f95
glock_ior_id7747495_11-14-7413-9805940382699757386_1.darshan,2017-11-14,edison,scratch2,ior,shared,read,3592e68feea3f0437037c4bbe178796a
glock_ior_id7747494_11-14-7420-1124472767397276120_1.darshan,2017-11-14,edison,scratch1,ior,shared,read,821511229cf7c1d0e57dc549c0304443
glock_ior_id8367253_11-14-7535-2971487954113314933_1.darshan,2017-11-14,cori,bb-shared,ior,shared,write,c7dccf439468e7b614cd943948d4670d
glock_ior_id8367253_11-14-7571-16744912628059576269_1.darshan,2017-11-14,cori,bb-shared,ior,shared,read,6787ad0bb12ca5ea91fb654df944a1b9
glock_hacc_io_write_id8367253_11-14-7602-1103906781405306038_1.darshan,2017-11-14,cori,bb-shared,hacc_io_write,fpp,write,42052cd6ca583cc7e52bbeabcc113048
glock_hacc_io_read_id8367253_11-14-7655-17752833804217954163_1.darshan,2017-11-14,cori,bb-shared,hacc_io_read,fpp,read,274afe8278da0066f28b09c517cb5a65
glock_ior_id7747494_11-14-7659-7614037393436033645_1.darshan,2017-11-14,edison,scratch1,ior,fpp,read,cd6b37c22c2d624d0d727b7afa5fb9c1
glock_ior_id7747495_11-14-7700-463777988651442244_1.darshan,2017-11-14,edison,scratch2,ior,fpp,read,060dfc3e44ea9b6c815ab477a2e91c9d
glock_vpicio_uni_id8367253_11-14-7705-13149833430634012983_1.darshan,2017-11-14,cori,bb-shared,vpicio_uni,shared,write,e0e81b2e21499de5f57179eea1f204ad
glock_ior_id8367252_11-14-7705-7086492327139034888_2.darshan,2017-11-14,cori,cscratch,ior,shared,write,32bb4df3928ac7e2c28d23211864bec1
glock_hacc_io_write_id7747494_11-14-7723-4661131478866239357_1.darshan,2017-11-14,edison,scratch1,hacc_io_write,fpp,write,8d8c22c199362997f04ab5675607d1f3
glock_dbscan_read_id8367253_11-14-7751-572276449230795605_1.darshan,2017-11-14,cori,bb-shared,dbscan_read,shared,read,ff9641620dc04fdcf1a62391aba4cda8
glock_hacc_io_write_id7747495_11-14-7772-9307776300620943365_1.darshan,2017-11-14,edison,scratch2,hacc_io_write,fpp,write,2c0e55a26870b114330802c1f33dd28d
glock_hacc_io_read_id7747494_11-14-7797-8388692142169289218_1.darshan,2017-11-14,edison,scratch1,hacc_io_read,fpp,read,aecd3de097da4ee96e538ddc2f41a522
glock_ior_id8367254_11-14-7808-12739509125551063100_1.darshan,2017-11-14,cori,bb-private,ior,fpp,write,bba90b6ac659e320daff31cc315fec84
glock_hacc_io_read_id7747495_11-14-7843-13629885318209569633_2.darshan,2017-11-14,edison,scratch2,hacc_io_read,fpp,read,be584b78c8d12b1a9122d2e19eb50294
glock_ior_id8367254_11-14-7848-16082181075001652434_1.darshan,2017-11-14,cori,bb-private,ior,fpp,read,ba85cea8c31d8bfc57f8782458ce6672
glock_ior_id8367252_11-14-7856-13703887231485169145_13.darshan,2017-11-14,cori,cscratch,ior,fpp,write,96f91577d89db97ee3229ced796fea2f
glock_vpicio_uni_id7747494_11-14-7863-7487483242480398937_1.darshan,2017-11-14,edison,scratch1,vpicio_uni,shared,write,27fd14b30746c304971370eb4bd827ce
glock_hacc_io_write_id8367254_11-14-7894-12692431310293885823_1.darshan,2017-11-14,cori,bb-private,hacc_io_write,fpp,write,fcbd8e3496b1a049878c3ba438423004
glock_vpicio_uni_id7747495_11-14-7914-13000674275030153088_1.darshan,2017-11-14,edison,scratch2,vpicio_uni,shared,write,3de2919b544486bead0234f5acdd3351
glock_hacc_io_read_id8367254_11-14-7940-18169531277674801984_1.darshan,2017-11-14,cori,bb-private,hacc_io_read,fpp,read,d4ad2aaf7c9f70bf02fbf8297e5f1ed9
glock_dbscan_read_id7747494_11-14-7979-8135139211336480270_1.darshan,2017-11-14,edison,scratch1,dbscan_read,shared,read,b5f8970767afa25c581f04dd788d5ec7
glock_ior_id8367255_11-14-7998-9301051938605026190_1.darshan,2017-11-14,cori,cscratch,ior,shared,write,0b79591988c03e08dbf6858a4320b5c8
glock_ior_id8367252_11-14-8006-13016918274304738044_2.darshan,2017-11-14,cori,cscratch,ior,shared,read,2538ed5b3a54729d5165237ebf0b0911
glock_dbscan_read_id7747495_11-14-8036-231614864614136779_1.darshan,2017-11-14,edison,scratch2,dbscan_read,shared,read,245b7436287a0bee26340fe76610ed6c
glock_ior_id8367255_11-14-8068-16823807910715805299_1.darshan,2017-11-14,cori,cscratch,ior,fpp,write,b7636b4bedd88f90824d173009b300bc
glock_ior_id7747496_11-14-8127-1424003102546824571_1.darshan,2017-11-14,edison,scratch3,ior,shared,write,9e486e3f87a130173a7025fd162d2214
glock_ior_id8367255_11-14-8136-8766112968172684664_1.darshan,2017-11-14,cori,cscratch,ior,shared,read,27f88dff52cf1010a7dfde46ef11e942
glock_ior_id7747496_11-14-8183-11818441536188992450_1.darshan,2017-11-14,edison,scratch3,ior,fpp,write,8209696777595330c492a0ead18d10b9
glock_ior_id7747496_11-14-8235-2850390414402546874_1.darshan,2017-11-14,edison,scratch3,ior,shared,read,fd56a823213a08fa0dadbeed1c533f72
glock_ior_id8367252_11-14-8266-10324182290576048312_8.darshan,2017-11-14,cori,cscratch,ior,fpp,read,780edd4a938d3d10197d86db420aadd7
glock_hacc_io_write_id8367252_11-14-8405-8103200954769580819_11.darshan,2017-11-14,cori,cscratch,hacc_io_write,fpp,write,281d54b93044fc4f0f8d444f2ff6102d
glock_ior_id7747496_11-14-8448-12330745040107652504_1.darshan,2017-11-14,edison,scratch3,ior,fpp,read,c41f18b8b6d2567cc3d838c8f3095c6f
glock_ior_id8367255_11-14-8467-8556039696821327949_1.darshan,2017-11-14,cori,cscratch,ior,fpp,read,64cc2e3b37620f731fe78a2d9ea33ddc
glock_hacc_io_read_id8367252_11-14-8491-13106057023162844365_9.darshan,2017-11-14,cori,cscratch,hacc_io_read,fpp,read,8d789217ece76700a1c58dd79babb348
glock_hacc_io_write_id7747496_11-14-8516-7880953665892000158_1.darshan,2017-11-14,edison,scratch3,hacc_io_write,fpp,write,ea182a4d7d358a10215e0a67f4227c49
glock_hacc_io_read_id7747496_11-14-8572-10181295309864016285_2.darshan,2017-11-14,edison,scratch3,hacc_io_read,fpp,read,26f2c85e8c95d9938154a1d68ca584c5
glock_hacc_io_write_id8367255_11-14-8583-17604064353701419714_1.darshan,2017-11-14,cori,cscratch,hacc_io_write,fpp,write,c7835ad06e4a35e9a6c90436ca1b0df6
glock_vpicio_uni_id8367252_11-14-8602-16035563063836835144_2.darshan,2017-11-14,cori,cscratch,vpicio_uni,shared,write,d1deb2bb102a26878395802899dc73a1
glock_hacc_io_read_id8367255_11-14-8700-12315469739210076884_1.darshan,2017-11-14,cori,cscratch,hacc_io_read,fpp,read,1072f52c1145179f6c14edd9c6356e72
glock_vpicio_uni_id7747496_11-14-8706-5464062942338326409_1.darshan,2017-11-14,edison,scratch3,vpicio_uni,shared,write,7be0809c6dd3cdfc5f708946f6a10938
glock_vpicio_uni_id8367255_11-14-8796-11999718207527731392_1.darshan,2017-11-14,cori,cscratch,vpicio_uni,shared,write,43b7f2590bacfd197feec76323c675a3
glock_dbscan_read_id7747496_11-14-8814-4034084371919675712_1.darshan,2017-11-14,edison,scratch3,dbscan_read,shared,read,f292fbce418db16476aba089decc9873
glock_dbscan_read_id8367252_11-14-8961-8641933871687695188_2.darshan,2017-11-14,cori,cscratch,dbscan_read,shared,read,e124fb2c1a1ac345ccc69107cd6bd3f8
glock_dbscan_read_id8367255_11-14-8978-8913420669954085262_1.darshan,2017-11-14,cori,cscratch,dbscan_read,shared,read,bc54a8cb3008c7feaf350ec531b2dff2
glock_ior_id8367245_11-14-10521-11215947887148242190_2.darshan,2017-11-14,cori,bb-shared,ior,shared,write,fba7180a40f9a888ec650ed2962c2bbc
glock_ior_id8367245_11-14-10594-16418670024480748763_2.darshan,2017-11-14,cori,bb-shared,ior,shared,read,9c3b649ba49ddd03fcbd798163afcdea
glock_hacc_io_write_id8367245_11-14-10659-2020483007786012761_9.darshan,2017-11-14,cori,bb-shared,hacc_io_write,fpp,write,48a6d5a66db4f767cf71c8e481e605ad
glock_hacc_io_read_id8367245_11-14-10743-14745213192493624675_8.darshan,2017-11-14,cori,bb-shared,hacc_io_read,fpp,read,4dd7e54dd98742817a6fe04cbad6bc17
glock_vpicio_uni_id8367245_11-14-10863-1209810404468648869_2.darshan,2017-11-14,cori,bb-shared,vpicio_uni,shared,write,484a26dde97340214699a952137a6b29
glock_dbscan_read_id8367245_11-14-10932-6414225473646656180_2.darshan,2017-11-14,cori,bb-shared,dbscan_read,shared,read,6357d8293fb031aa2732effb2af1045d
glock_ior_id8367251_11-14-15612-980341165192847900_8.darshan,2017-11-14,cori,bb-private,ior,fpp,write,07f9d6f507389857a22b31078b9216c2
glock_ior_id8367251_11-14-15679-5665018899854157360_8.darshan,2017-11-14,cori,bb-private,ior,fpp,read,12ad043aab843408f87218b285675ae7
glock_hacc_io_write_id8367251_11-14-15756-12145916581941857129_10.darshan,2017-11-14,cori,bb-private,hacc_io_write,fpp,write,fa363b5ccd0173fd82bc451989cd95cd
glock_hacc_io_read_id8367251_11-14-15849-5691269863215542831_10.darshan,2017-11-14,cori,bb-private,hacc_io_read,fpp,read,2abd7beb84549811e41549f3e00ea934
crusher_ior_id1303667_11-14-73037-6702186025998980172_1.darshan,2017-11-14,mira,mira-fs1,ior,shared,write,d5e6afe4d6ab0aa853055a30bbe4b12d
crusher_ior_id1303667_11-14-73159-11761727191050839677_2.darshan,2017-11-14,mira,mira-fs1,ior,fpp,write,5bc3b46cb1ecc5b34f1cbf8b65536452
crusher_hacc_io_write_id1303667_11-14-73242-13667371161882791376_2.darshan,2017-11-14,mira,mira-fs1,hacc_io_write,fpp,write,e63e129eeef06d5e98bee3efb74d94c6
crusher_vpicio_uni_id1303667_11-14-73345-8823315540451151933_1.darshan,2017-11-14,mira,mira-fs1,vpicio_uni,shared,write,b5c3748e392bc16f2880acc9bf4e6b71
crusher_ior_id1303667_11-14-73433-1099789822142390049_1.darshan,2017-11-14,mira,mira-fs1,ior,shared,read,2969699002420b1e2955dae1fe4fb2f7
crusher_ior_id1303667_11-14-73573-7805482086011855293_2.darshan,2017-11-14,mira,mira-fs1,ior,fpp,read,af89dcd755f471851ddb48771d5f4f10
crusher_hacc_io_read_id1303667_11-14-73642-1037262514709339586_2.darshan,2017-11-14,mira,mira-fs1,hacc_io_read,fpp,read,a179f7e9f7aea1b064803756a9843a37
crusher_dbscan_read_id1303667_11-14-73737-7399442012444563749_1.darshan,2017-11-14,mira,mira-fs1,dbscan_read,shared,read,72d2c2288d291a4dd1ca3ef27bb60edc
glock_ior_id7764199_11-15-7847-954720603194766930_1.darshan,2017-11-15,edison,scratch1,ior,shared,write,e7a8d640173aa09a090ab6b835c28990
glock_ior_id7764200_11-15-7847-5190152851300347281_1.darshan,2017-11-15,edison,scratch2,ior,shared,write,25291673c8c3f6437cbe310875010982
glock_ior_id7764200_11-15-7904-9537200713317597125_1.darshan,2017-11-15,edison,scratch2,ior,fpp,write,2796ef87c28f1be9448a7f8ba56512ac
glock_ior_id7764199_11-15-7908-14068339993064253872_1.darshan,2017-11-15,edison,scratch1,ior,fpp,write,990276001d5e744b0bd7cfae10bf0193
glock_ior_id7764199_11-15-7972-16588142437919685275_1.darshan,2017-11-15,edison,scratch1,ior,shared,read,153ef2324a6abd6a94447d6ab901744a
glock_ior_id7764200_11-15-7972-17091418710795392246_1.darshan,2017-11-15,edison,scratch2,ior,shared,read,680de980d02530a05506d207b46f4fc2
glock_ior_id7764200_11-15-8221-2696656646934287990_2.darshan,2017-11-15,edison,scratch2,ior,fpp,read,2056837918dd8603ae9ab7f850839f37
